,author,categories,content,date,title
216,899.0,"[12, 27]","<p>Ende nuk dihet nëse ka të lënduar, por siç shihet në pamje nga ky aksident janë shkaktuar dëme të mëdha.</p>
<p>Lajmi.net ka kontaktuar me Policinë e Kosovës, por nuk ka arritur të marrë informata shtesë.</p>
<p>Për detaje të tjera do t&#8217;ju mbajmë të informuar. <strong>/Lajmi.net/</strong></p>
<p><img class=""alignnone wp-image-102214965 size-full"" src=""https://lajmi.net/wp-content/uploads/2020/08/aksi-1.jpg"" alt="""" width=""800"" height=""600"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/aksi-1.jpg 800w, https://lajmi.net/wp-content/uploads/2020/08/aksi-1-300x225.jpg 300w, https://lajmi.net/wp-content/uploads/2020/08/aksi-1-768x576.jpg 768w"" sizes=""(max-width: 800px) 100vw, 800px"" /> <img class=""alignnone wp-image-102214966 size-full"" src=""https://lajmi.net/wp-content/uploads/2020/08/aa-2.jpg"" alt="""" width=""800"" height=""600"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/aa-2.jpg 800w, https://lajmi.net/wp-content/uploads/2020/08/aa-2-300x225.jpg 300w, https://lajmi.net/wp-content/uploads/2020/08/aa-2-768x576.jpg 768w"" sizes=""(max-width: 800px) 100vw, 800px"" /></p>
<p><em>Foto: Gazeta Express</em></p>
",2020-08-24T21:10:05,Aksident i rëndë në Lipjan
217,878.0,"[15, 16, 94]","<p>Në ‘Air Albania’, kampionët e Shqipërisë takohen me Crvena Zvezdën.</p>
<p>“Shpresoj të marrim rezultatin e duhur ndaj Crvena Zvezdës. Kur e kam thënë që do të synojmë grupet, nuk i kam menduar çfarë skuadre kemi përballë”, ka deklaruar Egbo, përcjell lajmi.net.</p>
<p>“Do të tentojmë me të gjitha mundësitë. Do të futemi në fushë dhe do të japim maksimumet. Do të marrim rezultatet që na takojnë”.</p>
<p>“Ndeshja varet nga ne, në qoftë se futemi në fushë dhe japim maksimumin”.<strong>/Lajmi.net/</strong></p>
",2020-08-24T21:01:35,Fjalët e trajnerit të Tiranës para ndeshjes me Crvena Zvezdën
218,899.0,"[12, 20]","<p>Ai në emisionin DebatPlus në TV Dukagjini ka thënë se është momenti i duhur që kryeministri Hoti në takimin e 4 shtatorit në Shtëpinë e Bardhë të kërkojë marrëveshjen për njohje.</p>
<p>“Kërkesa ime është që kryeministri Hoti t’i adresojë Uashingtonit dhe Brukselit kërkesën për njohje nga Serbia, ku në këtë marrëveshje do të përfshiheshin marrëveshjet e deritanishme të Brukselit, por edhe temat që do të zgjidheshin pas njohjes”, është shprehur Haradinaj.</p>
<p>Ai ka thënë se nuk beson se në Shtëpinë e Bardhë do të bisedohen vetëm për temat ekonomike, pasi sipas tij, aty do të diskutohet edhe rreth marrëveshjes për njohje reciproke Kosovë-Serbi.</p>
",2020-08-24T20:48:17,​Haradinaj: Njohja reciproke duhet të jetë pjesë e marrëveshjes finale Kosovë-Serbi
219,899.0,"[12, 20, 117229]","<p>Rudari nëpërmjet rrjetit social Facebook ka thënë se nga nesër do të kthehet në punë, pasi ndjehet mirë me shëndet.</p>
<p><strong>Postimi i plotë:</strong></p>
<p>Të dashur qytetarë,<br />
Të nderuar familjarë dhe miq,</p>
<p>Me ndihmën e Zotit dhe me kujdesin dhe këshillat e ekspertëve shëndetësorë e kalova edhe sfidën e përballjes me COVID-19.</p>
<p>Me shëndet jam shumë mirë dhe nesër do të rikthehem në punë, për të vazhduar shërbimin ndaj qytetarëve llapjanë.</p>
<div class=""text_exposed_show"">
<p>Ju falenderoj për mesazhet, thirrjet dhe kujdesin e treguar ndaj meje dhe ju lutem shumë të gjithëve, respektoni rregullat e institucioneve shëndetësore<span class=""_5mfr""><span class=""_6qdm"">🙏🏻</span></span><br />
Ruajeni vetën dhe familjet tuaja! <strong>/Lajmi.net/ </strong></p>
</div>
",2020-08-24T20:35:30,U.D i kryetarit të Podujevës shërohet nga koronavirusi 
220,878.0,"[15, 16]","<p>Të martën, me fillim nga ora 20:00, në ‘Air Albania Stadium’ zhvillohet ndeshja mes Tiranës dhe Crvena Zvezdës.</p>
<p>“Ne kemi një ekip që adaptohet shpejt. Duhet të kemi durim dhe të kërkojmë fitoren. Unë kam ardhur të luaj futboll dhe asgjë tjetër, gjërat nuk më interesojnë”, ka deklaruar Stankovic, përcjell lajmi.net.</p>
<p>“Është fakt që do të luajmë me Tiranën, nuk kam hapësira që të zgjedh. Mendoj që di mjaftueshëm për Tiranën. Është ekip i ri i organizuar. Kundërshtar i denjë shumë i mirë.</p>
<p>Trajneri serb, që në të kaluarën ka veshur fanellën e Interit, ka folur për tifozët e kësaj skuadre në Shqipëri.</p>
<p>“Me aq mundësi sa pata që dola nëpër rrugët e Tiranës, mora vesh që kishte shumë tifozë të Interit që donin të më flisnin dhe të bënin foto”.<strong>/Lajmi.net/</strong></p>
",2020-08-24T20:31:16,Deklarata e Stankovic para ndeshjes Tirana &#8211; Crvena Zvezda
221,899.0,"[12, 27]","<p>Nuk dihet nëse Hoxha është ftuar si i dyshuar apo si dëshmitar.</p>
<p>Lajmin e ka bërë të ditur kreu i OVL-UÇK-së, Hysni Gucati përmes një postimi në Facebook.</p>
<p><strong>Postimi i plotë:</strong></p>
<p>Sapo mora lajmin që i ftuari i radhës nga Gjykata Speciale është ish pjesëtari i Ushtrisë Çlirimtare të Kosovës Ziadin Hoxha, , një ish luftëtar i zoti i UÇK-së, Ziadini si gjithë luftëtarët e Ushtrisë Çlitimtare të Kosovës do të dalë i pafajshëm dhe faqëbardh. H.G <strong>/Lajmi.net/ </strong></p>
",2020-08-24T20:18:19,Edhe një ish-ushtar i UÇK-së ftohet nga Specialja 
222,878.0,"[15, 16, 19]","<p>Mbrojtësi brazilian ka arritur marrëveshje me skuadrën nga ‘Stamford Bridge’.</p>
<p>Lajmi konfirmohet nga Gianluca Di Marzio, që raporton se Silva do të nënshkruajë kontratë dy vjeçare me Chelsean, përcjell lajmi.net.</p>
<p>Silva ka kontratë me PSG-në deri në fund të muajit, dhe pastaj do të jetë një agjent i lirë.</p>
<p>Lojtari ka qenë i kërkuar edhe në Serie A, nga skuadra Fiorentina dhe Milan.</p>
<p>Transferimi në Premierligë, do të jetë një përvojë e re për Silvan<strong>./Lajmi.net/</strong></p>
",2020-08-24T20:13:33,Punë e kryer: Silva lojtar i Chelseas
223,899.0,"[12, 117229]","<p>Kryetari i kësaj komune Lufti Haziri, përmes një postimi në Facebook, ka bërë të ditur se të hospitalizuar janë 57 pacientë, ndërkohë që janë në pritje rezultatet edhe për 28 mostra.</p>
<p><strong>Postimi i plotë i Hazirit:</strong></p>
<p><a class=""_58cn"" href=""https://www.facebook.com/hashtag/dita165?__eep__=6&amp;source=feed_text&amp;epa=HASHTAG&amp;__xts__%5B0%5D=68.ARAX3ihdWzMb4EHKA2lNzgd16sLvoonnZBM2j3PreT1VJSzJoNM_gDna66OqTO1kZgA4XavFGQP3X3rsxj9nAB9wIvBmcqZDxLi50wgXOLlft6aSqzi4CV3UM6Sk8RKAQckmBAbZoN7wvIbPTK6Cf4UK3ZV6IilVJ5GT68CBUeGQq4fJptNwSlAUMmfIKLehU3uq-s4uQhwkbCoUw9wa4Tzkuml5dfCS8H0YjkAnqn_zvyYNjXYYvnvvY1YSMYFJEgr3MD4sxSuCrEb0o9Rp3hyb225z6Q5ZANs5rpOKu-5wIvOGxShg9zbb2e34USPwKziM4pwQ19DrFIL7z_6iHYIS9A&amp;__tn__=%2ANK-R"" data-ft=""{&quot;type&quot;:104,&quot;tn&quot;:&quot;*N&quot;}""><span class=""_5afx""><span class=""_58cl _5afz"" aria-label=""hashtag"">#</span><span class=""_58cm"">Dita165</span></span></a>. Nga 773 rastet në total që kanë rezultuar pozitivë brenda 5 muajve në Gjilan, janë shëruar 564, raste aktive janë 178, të hospitalizuar janë 57, 31 kanë vdekur dhe 28 mostra janë në pritje për rezultat.</p>
<p>Ju lutem shumë, kujdesuni e mos u bëni për kujdes intenziv apo shtëpiak. Virusi të merr me vete! <strong>/Lajmi.net/ </strong></p>
",2020-08-24T20:11:35,​Gjilani në pritje të 28 mostrave të reja për Covid-19
224,899.0,[21],"<p>Pompeo ka thënë se një gjë e tillë jo vetëm që do ta rriste stabilitetin në Lindjen e Mesme, por edhe do të përmirësonte jetën e njerëzve.</p>
<p>Megjithatë, ai ka shtuar se Shtetet e Bashkuara do të sigurohen që Izraeli të ruajë avantazhin ushtarak.</p>
<p>Pompeo i ka bërë këto deklarata pasi takimit me kryeministrin izraelit Benjamin Netanyahu në Izrael, duke nisur kështu vizitën pesëditore që do të përfshijë edhe vizita në Sudan, Bahrein dhe Emiratet e Bashkuara Arabe.</p>
<p>Më herët gjatë këtij muaji, presidenti amerikan, Donald Trump ka ndërmjetësuar arritjen e një marrëveshjeje historike në mes të Izraelit dhe Emirateve të Bashkuara Arabe.</p>
<p>Kjo njëherësh ka qenë vetëm marrëveshja e tretë e nënshkruar ndonjëherë në mes të Izraelit dhe një shteti arab.</p>
<p>Prindi i Abu Dabit, Mohammed Al Nahyan dhe kryeministri izraelit, Benjamin Netanyahu.<br />
LEXONI EDHE KËTË:<br />
Si reagoi bota pas nënshkrimit të marrëveshjes mes Izraelit dhe Emirateve të Bashkuara Arabe?<br />
Sipas marrëveshjes, këto dy shtete janë pajtuar për lidhje të plotë diplomatike – këmbim të ambasadorëve, nisje të fluturimeve direke dhe hapje të ekonomisë.</p>
<p>Izraeli po ashtu ka thënë se do të pezullojë planin për aneksim të disa pjesëve të Bregut Perëndimor të pushtuar, veprim që shumë besojnë se ka mbytur mundësitë për arritje të paqes me palestinezët.</p>
<p>Kjo pasi, palestinezët kanë akuzuar zyrtarët e Emirateve të Bashkuara Arabe për tradhti.</p>
<p>Në marrëveshjet e kaluara ishte premtuar vetëm përmirësim i marrëdhënieve mes Izraelit dhe kombeve arabe, në kuadër të marrëveshjeve për dhënie fund të konflikteve./rel</p>
",2020-08-24T20:08:23,Pompeo bën thirrje që më shumë shtete arabe të bëjnë paqe me Izraelin
225,878.0,"[15, 16, 30]","<p>Mbrojtësi i Kosovës, Mërgim Vojvoda, ka arritur marrëveshje me skuadrën nga Serie A, Torinon.</p>
<p>Gianluca Di Marzio raporton se Torino do të shpenzojë 5.5 milionë euro për Vojvodën, plus bonuset, përcjell lajmi.net.</p>
<p>Vojvoda te Torino po transferohet nga Standardi i Belgjikës, të cilës skuadër i është bashkuar vetëm një vit më parë.</p>
<p>Kujtojmë se në Serie A luan edhe Amir Rrahmani te skuadra e Napolit, ndërsa Vedat Muriqi është pranë transferimit te Lazio<strong>./Lajmi.net/</strong></p>
",2020-08-24T20:05:21,E konfirmon Di Marzio: Vojvoda po transferohet te Torino
226,903.0,"[28, 92]","<p>Porsche po përgatitet për lëshimin e veturës Porsche Taycan të ri, e cila do të dalë në treg në vitin 2021.</p>
<p>Dhe tanimë janë bërë të ditura edhe disa nga karakteristikat e saj.</p>
<p>Ndër të tjera, një ekran i madh është integruar në edicionin e ri, i cili projekton “informacionin përkatës drejtpërdrejt në fushën e shikimit të drejtuesit”, transmeton Telegrafi.</p>
<p>Ekrani është i ndarë në 3 seksione.</p>
<p>Falë funksionit Smartlift, makina rregullon vet lartësinë e saj gjatë vozitjes në autostradë, në mënyrë që efikasiteti dhe rehatia të jenë në nivelin më të lartë.</p>
<p>Karakteristika e re e ruajtjes së baterisë “Plug &amp; Charge” e ngarkimit është njoftuar gjithashtu.</p>
<p>Po ashtu makina përdor edhe një aparat fotografik për të njohur linjat e kufirit të korsisë.</p>
",2020-08-24T20:00:24,Porsche zbulon disa karakteristika të veturës së re
227,876.0,"[12, 21]","<p>Mjekët gjermanë që trajtojnë Navalny në një spital të Berlinit, thanë më herët sot se ekzaminimet treguan se ai ishte helmuar para se të humbiste vetëdijen në një aeroplan në Rusi javën e kaluar.</p>
<p>&#8220;Ata që janë përgjegjës duhet të identifikohen dhe të ndëshkohen,&#8221; tha Merkel në një deklaratë të përbashkët me ministrin e Jashtëm Heik Maas.</p>
<p>Rusia ende nuk e ka komentuar pretendimin e mjekëve gjermanë. Kremlini tha të premten se ishte ende e paqartë se si Navalny u sëmur dhe se testet fillestare treguan se ‘ai nuk ishte helmuar’.</p>
<p>Ky incident mund të përkeqësojë edhe më tej marrëdhëniet tashmë të këqija midis Moskës dhe vendeve evropiane, të cilat e kanë akuzuar atë në të kaluarën për sulm ndaj disidentëve të Vladimir Putin, të cilat Rusia i mohon.</p>
<p>Mjekët në spitalin e Siberisë, që trajtuan së pari Navalny, thanë sot se ata kishin shpëtuar jetën e tij, por ‘nuk kishin gjetur gjurmë helmi në trupin e tij’.</p>
",2020-08-24T19:57:25,"​Helmimi i kundërshtarit të Putin, Angela Merkel thirrje për ndëshkimin e personave përgjegjës"
228,906.0,"[6, 90]","<p>Rihanna ka paralajmëruar prej kohësh së do të kthehet pas 4 viteve pauzë me një album i ri, album ky i cili pritet të i thyet të gjitha rekordet, mirëpo pikërisht në një projekt të tillë, ikona xhamajkane ka refuzuar të bashkëpunojë dhe sipas artistit arsyeja e këtij refuzimi ka qenë audicioni të cilin e ka hapur këngëtarja.</p>
<p>“Ka njerëz shumë të mrekullueshëm të involvuar në albumin ri, po për vete nuk mendoja se kisha nevojë të merrja pjesë në audicione. Po ja lë këtë djemve më të rinj.”, ka thënë ai në njërin nga emisionet ku ishte i ftuar.</p>
<p>Ndryshe, për këto 4 vite pushimi që ka bërë Rihanna në muzikë, ka drejtuar me suksesin më të madh biznesin e saj.</p>
",2020-08-24T19:52:04,Paralajmëroi albumin e ri: Rihanna refuzohet nga ky artist për bashkëpunim
229,876.0,"[12, 20]","<p>Përveç tij, AKR-ja e ka përmendur kreun e saj Behgjet Pacolli, e zyrtar të NISMA-s, Fatmir Limaj, sipas tyre si të duhur për kryetar shteti.</p>
<div class=""code-block code-block-1"">
<div class=""g g-1"">
<p>Por, Qëndron Kastrati kryetar i Kamenicës, njëherit zyrtar i PSD-së së Dardan Molliqajt thotë se nuk ka ende kandidatura zyrtare, por vetëm jo zyrtare, andaj kërkon që subjektet mos ta keqpërdorin rastin për bllokim të institucioneve.</p>
<p>Ai në Klan Kosova ka deklaruaar se nuk e përkrah as Haradinajn as Limajn për President e madje as ish presidentin Pacolli.</p>
<p>Kastrati për kreun e VV-së, Albin Kurti ka thënë se më së paku mund të arrinte unitetin.</p>
</div>
</div>
",2020-08-24T19:44:48,"Gara për Presidentin, zyrtari i PSD-së: Albin Kurti më së paku mund të arrinte unitetin"
230,906.0,"[6, 90]","<p class=""mol-para-with-font"">Dwayne &#8216;The Rock&#8217; Johnson mendon se Justin dhe Hailey Bieber kanë një fëmijë në mendje, shkruan DailyMail, transmeton lajmi.net.</p>
<p class=""mol-para-with-font"">Pasi pa një imazh të autorit të këngës &#8216;Sorry&#8217; duke mbajtur një fëmijë të porsalindur, ylli i filmit ndau mendimet e tij në hapësirën e komenteve.</p>
<p class=""mol-para-with-font"">&#8216;Ky imazh vulos marrëveshjen. Pres plotësisht që ju dhe H të keni një fëmijë në vitin 2021, &#8216;shkroi ylli 48-vjeçar &#8216;Scorpion King&#8217; në imazhin e ndarë nga Justin.</p>
<p class=""mol-para-with-font"">Justin dhe The Rock kanë qenë miq me vite. Në vitin 2015 të dy  bënë shaka në rrjetet sociale me një &#8216;off dance&#8217;.<strong>/Lajmi.net/</strong></p>
<p><img class=""alignnone size-full wp-image-102214920"" src=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_18-21.jpg"" alt="""" width=""633"" height=""183"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_18-21.jpg 633w, https://lajmi.net/wp-content/uploads/2020/08/Screenshot_18-21-300x87.jpg 300w"" sizes=""(max-width: 633px) 100vw, 633px"" /> <img class=""alignnone size-full wp-image-102214921"" src=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_19-20.jpg"" alt="""" width=""576"" height=""587"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/Screenshot_19-20.jpg 576w, https://lajmi.net/wp-content/uploads/2020/08/Screenshot_19-20-294x300.jpg 294w"" sizes=""(max-width: 576px) 100vw, 576px"" /></p>
",2020-08-24T19:40:01,Dwayne &#8216;The Rock&#8217; Johnson me shaka thotë se Hailey dhe Justin do bëhen prindër vitin që vjen
231,906.0,"[6, 90]","<p>Ajo përmes një positmi në Instagram, ka thënë se SKIMS, është një nga koleksioni i saj i preferuar.</p>
<p>Në postimin e saj ajo ka ndarë edhe disa imazhe ku shfaqet Kim me të brendshmet, e që padyshim se dukeshin për mrekulli në trupin bombastik të bukuroshes.</p>
<p>Përndryshe, Kim duket se ka arritur ta shpëtoj edhe një herë martesën me Kanyen, pas pushimeve reperi është kthyer në shtëpinë e tyre. <strong>/Lajmi.net/</strong></p>
<blockquote class=""instagram-media"" data-instgrm-captioned data-instgrm-permalink=""https://www.instagram.com/p/CERykH1AZoL/?utm_source=ig_embed&amp;utm_campaign=loading"" data-instgrm-version=""12"" style="" background:#FFF; border:0; border-radius:3px; box-shadow:0 0 1px 0 rgba(0,0,0,0.5),0 1px 10px 0 rgba(0,0,0,0.15); margin: 1px; max-width:640px; min-width:326px; padding:0; width:99.375%; width:-webkit-calc(100% - 2px); width:calc(100% - 2px);"">
<div style=""padding:16px;""> <a href=""https://www.instagram.com/p/CERykH1AZoL/?utm_source=ig_embed&amp;utm_campaign=loading"" style="" background:#FFFFFF; line-height:0; padding:0 0; text-align:center; text-decoration:none; width:100%;"" target=""_blank""> </p>
<div style="" display: flex; flex-direction: row; align-items: center;"">
<div style=""background-color: #F4F4F4; border-radius: 50%; flex-grow: 0; height: 40px; margin-right: 14px; width: 40px;""></div>
<div style=""display: flex; flex-direction: column; flex-grow: 1; justify-content: center;"">
<div style="" background-color: #F4F4F4; border-radius: 4px; flex-grow: 0; height: 14px; margin-bottom: 6px; width: 100px;""></div>
<div style="" background-color: #F4F4F4; border-radius: 4px; flex-grow: 0; height: 14px; width: 60px;""></div>
</div>
</div>
<div style=""padding: 19% 0;""></div>
<div style=""display:block; height:50px; margin:0 auto 12px; width:50px;""><svg width=""50px"" height=""50px"" viewBox=""0 0 60 60"" version=""1.1"" xmlns=""https://www.w3.org/2000/svg"" xmlns:xlink=""https://www.w3.org/1999/xlink""><g stroke=""none"" stroke-width=""1"" fill=""none"" fill-rule=""evenodd""><g transform=""translate(-511.000000, -20.000000)"" fill=""#000000""><g><path d=""M556.869,30.41 C554.814,30.41 553.148,32.076 553.148,34.131 C553.148,36.186 554.814,37.852 556.869,37.852 C558.924,37.852 560.59,36.186 560.59,34.131 C560.59,32.076 558.924,30.41 556.869,30.41 M541,60.657 C535.114,60.657 530.342,55.887 530.342,50 C530.342,44.114 535.114,39.342 541,39.342 C546.887,39.342 551.658,44.114 551.658,50 C551.658,55.887 546.887,60.657 541,60.657 M541,33.886 C532.1,33.886 524.886,41.1 524.886,50 C524.886,58.899 532.1,66.113 541,66.113 C549.9,66.113 557.115,58.899 557.115,50 C557.115,41.1 549.9,33.886 541,33.886 M565.378,62.101 C565.244,65.022 564.756,66.606 564.346,67.663 C563.803,69.06 563.154,70.057 562.106,71.106 C561.058,72.155 560.06,72.803 558.662,73.347 C557.607,73.757 556.021,74.244 553.102,74.378 C549.944,74.521 548.997,74.552 541,74.552 C533.003,74.552 532.056,74.521 528.898,74.378 C525.979,74.244 524.393,73.757 523.338,73.347 C521.94,72.803 520.942,72.155 519.894,71.106 C518.846,70.057 518.197,69.06 517.654,67.663 C517.244,66.606 516.755,65.022 516.623,62.101 C516.479,58.943 516.448,57.996 516.448,50 C516.448,42.003 516.479,41.056 516.623,37.899 C516.755,34.978 517.244,33.391 517.654,32.338 C518.197,30.938 518.846,29.942 519.894,28.894 C520.942,27.846 521.94,27.196 523.338,26.654 C524.393,26.244 525.979,25.756 528.898,25.623 C532.057,25.479 533.004,25.448 541,25.448 C548.997,25.448 549.943,25.479 553.102,25.623 C556.021,25.756 557.607,26.244 558.662,26.654 C560.06,27.196 561.058,27.846 562.106,28.894 C563.154,29.942 563.803,30.938 564.346,32.338 C564.756,33.391 565.244,34.978 565.378,37.899 C565.522,41.056 565.552,42.003 565.552,50 C565.552,57.996 565.522,58.943 565.378,62.101 M570.82,37.631 C570.674,34.438 570.167,32.258 569.425,30.349 C568.659,28.377 567.633,26.702 565.965,25.035 C564.297,23.368 562.623,22.342 560.652,21.575 C558.743,20.834 556.562,20.326 553.369,20.18 C550.169,20.033 549.148,20 541,20 C532.853,20 531.831,20.033 528.631,20.18 C525.438,20.326 523.257,20.834 521.349,21.575 C519.376,22.342 517.703,23.368 516.035,25.035 C514.368,26.702 513.342,28.377 512.574,30.349 C511.834,32.258 511.326,34.438 511.181,37.631 C511.035,40.831 511,41.851 511,50 C511,58.147 511.035,59.17 511.181,62.369 C511.326,65.562 511.834,67.743 512.574,69.651 C513.342,71.625 514.368,73.296 516.035,74.965 C517.703,76.634 519.376,77.658 521.349,78.425 C523.257,79.167 525.438,79.673 528.631,79.82 C531.831,79.965 532.853,80.001 541,80.001 C549.148,80.001 550.169,79.965 553.369,79.82 C556.562,79.673 558.743,79.167 560.652,78.425 C562.623,77.658 564.297,76.634 565.965,74.965 C567.633,73.296 568.659,71.625 569.425,69.651 C570.167,67.743 570.674,65.562 570.82,62.369 C570.966,59.17 571,58.147 571,50 C571,41.851 570.966,40.831 570.82,37.631""></path></g></g></g></svg></div>
<div style=""padding-top: 8px;"">
<div style="" color:#3897f0; font-family:Arial,sans-serif; font-size:14px; font-style:normal; font-weight:550; line-height:18px;""> View this post on Instagram</div>
</div>
<div style=""padding: 12.5% 0;""></div>
<div style=""display: flex; flex-direction: row; margin-bottom: 14px; align-items: center;"">
<div>
<div style=""background-color: #F4F4F4; border-radius: 50%; height: 12.5px; width: 12.5px; transform: translateX(0px) translateY(7px);""></div>
<div style=""background-color: #F4F4F4; height: 12.5px; transform: rotate(-45deg) translateX(3px) translateY(1px); width: 12.5px; flex-grow: 0; margin-right: 14px; margin-left: 2px;""></div>
<div style=""background-color: #F4F4F4; border-radius: 50%; height: 12.5px; width: 12.5px; transform: translateX(9px) translateY(-18px);""></div>
</div>
<div style=""margin-left: 8px;"">
<div style="" background-color: #F4F4F4; border-radius: 50%; flex-grow: 0; height: 20px; width: 20px;""></div>
<div style="" width: 0; height: 0; border-top: 2px solid transparent; border-left: 6px solid #f4f4f4; border-bottom: 2px solid transparent; transform: translateX(16px) translateY(-4px) rotate(30deg)""></div>
</div>
<div style=""margin-left: auto;"">
<div style="" width: 0px; border-top: 8px solid #F4F4F4; border-right: 8px solid transparent; transform: translateY(16px);""></div>
<div style="" background-color: #F4F4F4; flex-grow: 0; height: 12px; width: 16px; transform: translateY(-4px);""></div>
<div style="" width: 0; height: 0; border-top: 8px solid #F4F4F4; border-left: 8px solid transparent; transform: translateY(-4px) translateX(8px);""></div>
</div>
</div>
<p></a> </p>
<p style="" margin:8px 0 0 0; padding:0 4px;""> <a href=""https://www.instagram.com/p/CERykH1AZoL/?utm_source=ig_embed&amp;utm_campaign=loading"" style="" color:#000; font-family:Arial,sans-serif; font-size:14px; font-style:normal; font-weight:normal; line-height:17px; text-decoration:none; word-wrap:break-word;"" target=""_blank"">Coming Soon: SKIMS SKIMS SKIMS — This is one of my favorite collections! If you look closely, the pattern is SKIMS pointelle detail. OMG swipe to look at the billboard how crazy is this. Available in 5 colors and in sizes XXS &#8211; 4X on Thursday, August 27 at 9AM PT / 12PM ET exclusively at SKIMS.COM. Join the waitlist now to receive early access to shop before SKIMS SKIMS SKIMS sells out. Go to my stories to see the full collection</a></p>
<p style="" color:#c9c8cd; font-family:Arial,sans-serif; font-size:14px; line-height:17px; margin-bottom:0; margin-top:8px; overflow:hidden; padding:8px 0 7px; text-align:center; text-overflow:ellipsis; white-space:nowrap;"">A post shared by <a href=""https://www.instagram.com/kimkardashian/?utm_source=ig_embed&amp;utm_campaign=loading"" style="" color:#c9c8cd; font-family:Arial,sans-serif; font-size:14px; font-style:normal; font-weight:normal; line-height:17px;"" target=""_blank""> Kim Kardashian West</a> (@kimkardashian) on <time style="" font-family:Arial,sans-serif; font-size:14px; line-height:17px;"" datetime=""2020-08-24T15:59:58+00:00"">Aug 24, 2020 at 8:59am PDT</time></p>
</div>
</blockquote>
<p><script async src=""//www.instagram.com/embed.js""></script></p>
",2020-08-24T19:29:02,Kim Kardashian ju shtang me këto imazhe
232,903.0,"[91, 98]","<p>Edhe pse ky rrugëtim është një traditë e vjetër, teknologjitë e reja kanë bërë të mundur kalimin e shpejt të bagëtive.</p>
<p>Javës që shkoi kjo lopë e lënduar u transportua nga ajri nga shtegu malor Klausen në Zvicër drejt lëndinave me helikopter.</p>
<p>Fermeri Ambros Arnold pohoi për mediat lokale se transportimi i bagëtive të lënduara apo të sëmura në këtë metodë ndihmon që ato të ruajnë fuqitë e të shërohen më shpejt.</p>
<p>Për Arnold kjo është rruga e shkurtër që vërtet të nxjerr shkurt.</p>
<p><img class=""alignnone size-full wp-image-102214908"" src=""https://lajmi.net/wp-content/uploads/2020/08/54w6.jpg"" alt="""" width=""547"" height=""587"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/54w6.jpg 547w, https://lajmi.net/wp-content/uploads/2020/08/54w6-280x300.jpg 280w"" sizes=""(max-width: 547px) 100vw, 547px"" /> <img class=""alignnone size-full wp-image-102214909"" src=""https://lajmi.net/wp-content/uploads/2020/08/QTqt.jpg"" alt="""" width=""494"" height=""568"" srcset=""https://lajmi.net/wp-content/uploads/2020/08/QTqt.jpg 494w, https://lajmi.net/wp-content/uploads/2020/08/QTqt-261x300.jpg 261w"" sizes=""(max-width: 494px) 100vw, 494px"" /></p>
",2020-08-24T19:28:47,"“Lopët fluturuese”, shijojnë teknologjinë e re të transportit"
